,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
theta_median[32],246.77101931674272,0.0730311979114562,16.332949904965844,216.2651361155082,235.4209962581042,246.24603430618242,257.61594053306203,280.1997952234993,50016.39791185615,1.0000015902667674
theta_median[33],289.444459342023,0.1699294300822201,37.033488595441156,223.77613408050365,263.6113901546484,287.26413826938034,312.8659493209883,368.3876991699446,47495.454537206664,1.0000160405020764
theta_median[34],388.72553546356875,0.05753848373971025,13.79589897016972,362.4057062001433,379.2789119112204,388.4544320994131,397.8830058752819,416.16091744894317,57488.79217457424,0.9999175616202647
theta_mean[1],505.58146878188137,0.151625970378551,33.47568170628629,442.82592413770044,482.7133261673826,504.6160151604764,527.2434027088848,574.9900646547584,48742.93465541305,0.9999283009771958
theta_mean[2],601.855273354962,0.18395146648482472,39.88622889459849,527.4887544644814,574.423628392735,600.8453091576492,627.6516036486082,683.9928756527795,47015.32532140332,0.9999230834905446
theta_mean[3],346.0644183042818,0.07624425123710685,17.213430088082944,313.46618118302865,334.3155062748285,345.6503278005311,357.55403602158526,380.89655111757975,50970.70405295268,0.9999808282262492
theta_mean[4],317.13977846744694,0.18337785894365066,40.91468879762917,244.500555373691,288.4223002614395,314.7168111840226,343.01484930595564,403.4685978338622,49781.125226395234,1.0000038642640534
theta_mean[5],322.66263952405274,0.05158469918983958,12.264215034163563,299.24687202727404,314.24716207460267,322.47868759297114,330.84071692315365,347.11353654667965,56524.62743473537,1.0000484986031482
theta_mean[6],256.8866369061008,0.05802029127458571,12.885052798286178,232.53931690962992,248.0015211682043,256.56668340741106,265.3373244368427,283.3473936130511,49318.8107285185,0.9999633967531258
theta_mean[7],306.88851565657194,0.08840249308010997,20.18978652934597,269.3958142981917,292.92705302949435,306.2035578906159,319.9446866855409,348.50255422165236,52159.62114793469,0.9999979896084064
theta_mean[8],339.9702908869785,0.10151457740878808,22.468000187696155,297.8575644341813,324.62220366145505,339.11250921866804,354.65890930874184,386.49652246975734,48986.00421811211,0.9999096886136354
theta_mean[9],350.34546661129247,0.10089455149825846,23.224591034486913,307.17467684615104,334.06196091115925,349.6869944558832,365.6859215199629,397.48616280675867,52985.949605505855,0.9999495386327111
theta_mean[10],259.37951656564456,0.03982981278659722,9.44065308272979,241.5316998775255,252.8413520362633,259.14683539389614,265.7525048872294,278.39483002410924,56180.75192252043,1.000006547512227
theta_mean[11],270.25041208963694,0.03892692651543688,9.154899144144313,252.8720771810128,263.9659031877091,270.06267658148005,276.3542683010926,288.7250817745654,55310.412566539635,0.9999870248466235
theta_mean[12],346.52779672412856,0.051512584655114026,11.883870270593821,323.7191181705049,338.49895204781603,346.2815446176192,354.2926077144798,370.76016515364665,53221.746485062395,0.9999896984981443
theta_mean[13],228.5354163428004,0.046567857444794726,10.906647761859999,207.84535616133303,221.02867961765844,228.2153999948033,235.71958754232492,250.7321500220111,54854.22220082894,0.9999479418836553
theta_mean[14],349.50462781409766,0.06322312988449452,14.808585484376861,321.2683334781806,339.32706093814545,349.2193213897514,359.3604285781362,379.3322298128612,54862.44639637442,0.9999221973356791
theta_mean[15],268.9156823274408,0.06971490089433684,16.368542721154565,238.35900023853213,257.71261041571574,268.4995693817472,279.4855382483964,302.32592098324494,55127.56421610296,0.9999821295794845
theta_mean[16],480.51486670145266,0.142166647159828,31.859797902565592,421.02606125487193,458.399447954695,479.44009288587256,501.64470884445603,545.5410317791113,50221.605331945255,0.9999535218983863
theta_mean[17],592.0512828587914,0.17416631546031996,39.63254097328165,517.790511541456,564.6774351295544,590.5846165395981,617.9747494505402,673.4168394006797,51781.604813555474,0.9999449837661107
theta_mean[18],538.9492735976091,0.15062887380960266,35.64873608643785,471.8194500905255,514.5897737381289,537.9807442148829,562.3981852899115,611.9139745221314,56010.80510068735,0.9999719184470108
theta_mean[19],246.17462556134453,0.06773799195599944,16.336462644482452,215.83957570359894,234.92336086646583,245.5852572623834,256.82913479621186,279.5064063846497,58163.61776912779,0.9999352761511585
theta_mean[20],258.16137912248786,0.03794862520467718,8.752156453987586,241.52819062019006,252.18906479903555,257.97119693911475,263.97728932324515,275.83298453243253,53190.98724840926,1.0000236154966664
theta_mean[21],410.9433491444194,0.08986339083324953,19.785721460246975,373.69609261749486,397.16751721823897,410.4068788097576,424.0091392561187,451.00799786153584,48477.27261528246,1.0000034963499886
theta_mean[22],258.1397805576311,0.047364585129165936,11.266491720660483,236.85809259601035,250.48151075657645,257.8353059242917,265.56680251661436,281.01997614853684,56580.910066107535,0.999959449418708
theta_mean[23],349.0922360743623,0.07079133850600604,16.649024069911732,317.43887487545277,337.8332034389151,348.75494358453784,360.07838637002817,382.8634838300817,55311.739200136,0.9999367620771055
theta_mean[24],305.2510710086268,0.0439022992665271,10.371747485191007,285.31508446909675,298.17423294659267,305.10650070887203,312.1225537179425,326.03534041557134,55812.22517266063,1.000023527353341
theta_mean[25],296.1499500691647,0.05239093839140695,12.528558644846617,272.50858244920084,287.50510035179843,295.9059654406775,304.44702964466046,321.3268451449385,57186.01920820326,0.9999304889383808
theta_mean[26],281.4592493203217,0.08295634612505987,18.69403472295806,246.2167346086971,268.65210880873656,280.904468962318,293.75400650415565,319.55100587488016,50781.656106449096,0.9999356031803154
theta_mean[27],290.5847904676675,0.08392157047682809,19.276838525642656,254.74557109465078,277.3324179310638,289.9406093146633,302.99839769141647,330.5257488840138,52762.38443961876,0.9999670366560143
theta_mean[28],292.8164438478812,0.06336733504374083,14.927633518199814,264.99256616229576,282.49084290020056,292.37639934804497,302.5654640614162,323.07789736856404,55494.64055910549,1.0000051689575142
theta_mean[29],228.155766141145,0.04619099250227266,10.907793371909138,207.4707588223061,220.66681962593606,227.90185573703621,235.34308245245774,250.3357164313449,55764.68031950472,0.9999088151710183
theta_mean[30],242.1892335686522,0.06454199570475778,14.81899864932528,214.12033299441651,232.04685543886876,241.7708141321477,251.83734263476185,272.4729248548219,52717.273005042705,0.999952417128454
theta_mean[31],283.39228233199105,0.08247636976799994,18.94309393338607,247.79011350041912,270.39643213041245,282.72901087108426,295.61455979306845,322.3438671461522,52752.46421340122,1.0000269796944987
theta_mean[32],249.73354522559978,0.07397597442217818,16.542084481043208,218.88702762778493,238.23125269230974,249.19305624792727,260.7013205226616,283.6393395037213,50003.34757007696,1.0000046238262932
theta_mean[33],292.9188501307939,0.1720078150374406,37.48411347061271,226.5866252505565,266.76051802205274,290.69764933735246,316.5972171054317,372.9687548442628,47489.55821176969,1.0000162401144195
theta_mean[34],393.3909781150054,0.05818981438602298,13.961759481766302,366.78995440011016,383.8078697638699,393.12212376585893,402.63985049622306,421.25771161931743,57568.69179917823,0.9999199663561725
mu_median[1],287.83398481815414,0.07157509964874281,13.617644688124502,261.757197554155,278.7186126888634,287.49266661795565,296.78208281829745,315.59213002326675,36197.6247963563,0.9999781836041779
mu_median[2],1.4630296883962384,0.000710428160750728,0.1334611135487857,1.2169756404855878,1.3719078061737706,1.4569162404697968,1.5470202631682974,1.7447928598651339,35291.42152315667,1.0001266399604363
adult_group_mean,298.8841093370725,0.07552007683980064,14.3423877739206,272.2736764910676,289.073824216235,298.3030801680738,308.06276362996766,328.7434290409275,36067.6689045168,0.9999867933170358
child_group_mean,436.2975376500227,0.1541040513977158,34.185201108872576,373.97754674758187,412.95936593575743,434.5739363467707,457.74685278557735,509.0571899787956,49209.41082905131,1.0001195512466516
lp__,464.48969445315686,0.03783130547107642,4.567648111246851,454.57382384663435,461.5993158630831,464.84021455587344,467.7203208021379,472.4436399464131,14577.485610476728,1.0002728586823462
